ego,n_nodes,n_labelled,n_circles,lou_k,lei_k,lou_Q,lei_Q,lou_nmi,lou_ari,lei_nmi,lei_ari
17770689,83,74,6,5,4,0.3885451742464196,0.39097935007505374,0.3490586681464709,0.17686038024807418,0.32725829019960806,0.18340944597809913
17787399,177,37,2,6,6,0.46608736801674444,0.4689839791585469,0.6642807905716042,0.7503725580513182,0.5853384123318413,0.65711034034251
17866414,228,27,2,4,5,0.15057110502922486,0.15659081167924208,0.20138110306313584,0.05889984431759211,0.18149821748819683,0.014510883162371785
179065820,107,29,2,3,4,0.4350545648123502,0.44057815724038774,0.07977179194463183,0.06738131699846905,0.028226217612414194,0.02970806676961482
17918629,98,42,2,4,4,0.11666305748197685,0.12043899564156677,0.15982355376087282,0.00964352836060058,0.09818579097776654,-0.041715223087372064
17922109,199,40,2,7,5,0.19374180169604435,0.1922492095062678,0.084303897172119,0.04176904176904167,0.03517903168212232,-0.0536752531669938
180540375,162,36,17,5,5,0.2828145108207008,0.2845809085131734,0.3947032689233181,0.03557910673731999,0.445362348388967,0.12263210368893372
18068719,148,57,2,5,5,0.25381961052650237,0.25857481664540816,0.31787914226939745,0.14378101418210645,0.3140597570413255,0.13919940458817318
18069824,148,19,2,5,4,0.37965548229718005,0.3862850301752032,0.17657967523903167,0.17741935483870985,0.16697251907279365,0.16832311270881808
18119683,150,28,3,3,3,0.2982579701562681,0.2982579701562681,0.1722128471786251,0.022650758167470097,0.1722128471786251,0.022650758167470097
18191231,221,13,2,6,6,0.5161183811163411,0.5168368677168644,0.6757673999883076,0.6916996047430832,0.6757673999883076,0.6916996047430832
18226205,189,71,3,6,6,0.186817853889926,0.19374541207874543,0.25691671585960185,0.11160232205268959,0.3206695495244778,0.18928104974527815
18252740,153,91,4,6,6,0.1846007245538983,0.18425296437609995,0.19478343601979947,0.09104013655735066,0.1510140723802455,0.05539174389216542
182609394,30,10,2,4,4,0.10161130778842158,0.10161130778842158,0.19826661220276098,0.12280701754386002,0.19826661220276098,0.12280701754386002
18270489,114,106,10,7,7,0.31494837241051277,0.31711818285710763,0.3977160894470305,0.18379129862141638,0.3629544774863963,0.16724183280563087
18278524,218,10,2,6,6,0.2081073466600254,0.20417454501160484,0.10028591855762092,-0.09929078014184407,0.10028591855762092,-0.09929078014184407
183786731,156,24,2,5,4,0.11922388763341045,0.12568956202824444,0.0903698336216005,0.01746180230745214,0.02179508651390782,-0.005778541308761592
184594566,188,58,3,4,4,0.18699296841972196,0.18717819367111505,0.14372847617546453,0.11401018971345311,0.14372847617546453,0.11401018971345311
18470775,32,26,3,3,3,0.07048333333333329,0.07192777777777773,0.08601703393398111,0.06528451698279651,0.08673796792748645,0.05665326105962599
18472735,158,129,6,5,5,0.3880552225542758,0.39013878528370427,0.29003051973082816,0.21594893307982185,0.2879788512253345,0.17313004849690916
184755890,91,14,2,5,5,0.3584411844858881,0.3528828008905754,0.6061385186141971,0.624787775891341,0.687302079627471,0.7144581221337196
18486243,180,51,4,5,5,0.35736026777940627,0.3579425808311851,0.44843705044570004,0.42358746465054514,0.4407716916092312,0.4202246538762954
18486881,145,61,6,7,7,0.21302720035837777,0.2128628740908414,0.2891988672798737,0.11352232789846103,0.24854361671101122,0.061029611109436804
18496986,205,28,3,6,6,0.5686567204687759,0.5696015595102715,0.8960424343692979,0.9134694625034341,0.8960424343692979,0.9134694625034341
18534908,185,127,5,5,5,0.19231419188692014,0.2053962895729816,0.4119689637751672,0.3512394402244553,0.48786625558621866,0.3729419483534802
185512077,97,45,2,7,6,0.08707808348958669,0.0853108377045646,0.1619746989549746,0.19421813084942652,0.16031078114570332,0.16456374096282939
18571832,93,16,2,5,5,0.24679967106056186,0.236805590898985,0.1484070882153562,-0.022727272727272603,0.19349697288668366,-0.0172272354388844
18594420,191,78,5,9,9,0.3742807048532676,0.3795054682602076,0.5023214329179864,0.3647816057992225,0.5093671504844776,0.38199531786824503
18630326,198,101,5,5,4,0.1961821320749342,0.20023313963629596,0.13287039708593446,0.054636571292507416,0.12132280027333833,0.07155021169082414
186354564,73,50,3,4,4,0.15333734803718616,0.14724302758854302,0.4541708435753352,0.3740504759778132,0.3161653958252256,0.2519140433625686
18665800,212,60,6,3,4,0.2726522198459119,0.281629744389188,0.5301591954948216,0.41673428869181256,0.554097555183681,0.4309651447763761
18687625,103,25,5,7,7,0.34776039617192195,0.35235616865519825,0.40786827316195173,0.07182320441988933,0.4779564501615465,0.18726718591263117
18690700,107,32,2,8,9,0.499317414040446,0.5009833865518998,0.6080021746585177,0.5387885228480339,0.5875191095487836,0.48547717842323634
186909156,176,46,20,4,3,0.12073402728408593,0.12423990457746174,0.2539709947965727,0.1357433808553972,0.12907512336718613,0.028900017815079504
18734310,159,84,5,2,2,0.2739406939760285,0.2739406939760285,0.6007942509682845,0.5283598195049005,0.6007942509682845,0.5283598195049005
187569483,235,95,18,3,5,0.35666910387480993,0.35462109996466507,0.4296110125287111,0.34392325090799697,0.468641862046007,0.35293510806316525
187744415,221,86,8,3,3,0.28107999421552454,0.28107999421552454,0.28593820897407024,0.21788839293050505,0.28593820897407024,0.21788839293050505
187773078,122,17,5,3,3,0.2065635829752635,0.206793215675826,0.16725919415685842,-0.0889679715302491,0.15001945662701455,-0.12831858407079633
18788502,147,33,6,4,3,0.26634498852045607,0.2672420866423275,0.39513043604488546,0.1890504704875962,0.40890340472560416,0.298071469086784
18836167,191,42,3,6,6,0.6519565415451896,0.6518042205721575,0.7956750471378282,0.7996898022489337,0.7946224509364734,0.7851319221054888
18886852,209,148,4,4,4,0.18857770213588654,0.1945359838787115,0.35069583831837814,0.2858463700482493,0.3331149457074992,0.22845494758963975
18895362,148,33,5,5,4,0.29307402245148956,0.2929449659901743,0.825044951358223,0.8385087168590336,0.7807830181199183,0.7825474014351108
18923866,245,51,2,9,8,0.3412257639788486,0.3417943681114486,0.0684677642921199,-0.010424011366495019,0.09332567004667211,0.0040496435322520475
189253902,106,40,3,3,4,0.14773442016418092,0.148627153428142,0.1509318083832465,-0.13092833218209582,0.1329402859645973,-0.08082545141874456
18951737,197,39,9,5,7,0.20660823158064676,0.21768897153615488,0.6695442304987388,0.35332252836304706,0.7716794021273846,0.47486030015867126
18957524,125,62,7,5,5,0.27774879306463324,0.2729594662683453,0.35096870360601307,0.11572093436230586,0.43441073408920855,0.18573823078923793
189592841,79,25,8,4,4,0.5550967155032079,0.5562936895528106,0.436997343411884,0.15447897623400364,0.436997343411884,0.15447897623400364
189875309,184,16,3,5,4,0.1444182246124201,0.1496286483690631,0.06594680220051045,-0.05610561056105635,0.07013954009878934,-0.044673539518900185
18996905,61,19,2,4,5,0.1725728654907962,0.17396887612195414,0.09144116457510879,-0.03156565656565661,0.1439492144181019,0.013758599124452653
190138306,143,55,4,4,4,0.25685007197815024,0.2534897549959535,0.6746168646543357,0.6004046283100288,0.7338528137115152,0.7428818776452477
19064433,200,39,5,5,5,0.22805380274119863,0.22870529427573236,0.4568049307253399,0.17011494252873552,0.44073347276308106,0.15268341540772923
190696559,186,45,5,7,7,0.28707786264360563,0.2933638429491225,0.2816916405756598,0.16530606782473742,0.2564698841767056,0.13604366052360978
19136295,118,35,2,3,5,0.18041040582726334,0.17813485952133198,0.642914159770774,0.7001377518450914,0.6792506101742901,0.7770376460455151
191896931,60,12,2,5,6,0.17543919448629414,0.18823497331088224,0.3013603178676905,0.007518796992481178,0.27773795514288896,-0.03722084367245646
191916463,69,30,4,6,6,0.41219926538108365,0.41537649219467393,0.20425361380882032,0.06859308384651817,0.20425361380882032,0.06859308384651817
191924526,79,13,2,4,4,0.17220145689637834,0.17682149751653958,0.30693162969381227,0.25287356321839105,0.25020552880708685,0.13001912045889083
19380307,123,24,2,5,6,0.25426925803402645,0.2610072069943289,0.019667132993849045,-0.04677623261694067,0.049312132826348276,0.0028901734104045643
19492215,214,47,5,5,6,0.16074846376248497,0.1642522690802369,0.26365866398350485,0.1778881091830243,0.38830289107920735,0.39818149198299096
19563357,151,29,3,4,4,0.22602738435265995,0.22602738435265995,0.3000879632274645,0.33458318594505376,0.3000879632274645,0.33458318594505376
19658936,105,38,4,3,3,0.34252906501186303,0.3343619128761469,0.8603529345977191,0.8555274640718423,0.8545731941739169,0.8367587752761604
19668026,134,34,2,5,5,0.13354846361020997,0.13403522408534937,0.08996088047891591,0.041715364559920795,0.14941729166049364,0.0429829959028076
196926575,146,35,3,5,5,0.4228240190249703,0.4253611771700357,0.8615458382317122,0.9182972880192241,0.8615458382317122,0.9182972880192241
19725644,56,31,5,4,4,0.2506138133094805,0.25953122005093054,0.3793472140742105,0.16414271995272225,0.3612385726218243,0.16504020610508272
197903282,188,15,3,4,3,0.20226340713302068,0.2046479334540077,0.15651651717247364,0.0890688259109309,0.27302898309327606,0.22279792746113983
198327282,193,44,5,4,4,0.22081188685065092,0.22186017012046721,0.14244268906778074,0.061302449955044434,0.138653682425595,0.0864736854206421
198370650,36,15,3,4,3,0.1734425898335901,0.1716244539279311,0.3436091008460692,0.046599280452287034,0.1746594732028429,-0.04105061749869536
198628427,70,30,3,4,4,0.15735558174115535,0.16307199169542405,0.12353558797685929,0.11879738457218515,0.1948996932720761,0.16846742021276528
198941747,215,26,4,3,3,0.1661506079728224,0.16605007486098483,0.23876612898134214,0.14535666218035018,0.23876612898134214,0.14535666218035018
19898730,234,230,4,5,5,0.44684459876543214,0.4475401234567901,0.3406073150992292,0.23433905986594952,0.33565489428057926,0.23584403091455017
199039532,226,33,4,7,6,0.28411469591488897,0.28461279812631163,0.7518988522796722,0.7685655039870526,0.7518988522796722,0.7685655039870526
19933035,62,25,2,4,3,0.07268470990691189,0.07488305803554426,0.20657025219201147,0.09612930667800922,0.16039036383814143,0.0946402704007723
19948202,246,35,2,3,3,0.2969373125388069,0.30017926600799466,0.210130595901715,0.08522727272727249,0.210130595901715,0.08522727272727249
199483163,109,10,2,7,7,0.43491845755220226,0.4332625822998224,0.0,2.0816681711721685e-16,0.0,2.0816681711721685e-16
200214366,183,60,12,3,3,0.09647862937073995,0.09934930864423486,0.14908477284935923,0.013944267087025378,0.14726239234863514,-0.0016045155652332035
20060293,243,40,2,4,4,0.15509708835151503,0.1603901595358124,0.07322624871677717,0.06061359278460359,0.22719889417942704,0.08882287015459056
202114894,221,21,5,5,4,0.1915819112448447,0.20275352979547168,0.2530500607982227,-0.0060715302153492474,0.2581368449336939,0.02786035844729518
202346485,98,28,2,6,7,0.3816651366428924,0.38014405762304915,0.022469459857999183,-0.05134788189987183,0.04782493123402585,0.07804878048780514
2029971,143,86,6,5,4,0.17153749530428244,0.17625722500170748,0.4948058955945161,0.34783840439524233,0.48921558720833214,0.3621164780730797
20319646,214,44,2,6,5,0.32311354605255577,0.32881675150781164,0.4992850189786377,0.4066162910800084,0.5493901074759259,0.4558181622320373
20347014,231,53,5,7,7,0.2462077137998695,0.24934379372790588,0.6563431056562264,0.4052772989330145,0.6546028280838095,0.3970340799955866
203868162,69,29,3,3,4,0.28673779354934614,0.29095059824613556,0.1509954960089057,0.15947791274781326,0.16711817032916526,0.09032419576918219
204145356,98,25,4,3,4,0.25256367427923554,0.2539057076912398,0.42061021224202044,0.2458644177748945,0.3435607474079662,0.1870573084352863
20436059,159,97,7,3,3,0.25824852872476445,0.2589111144095635,0.4409257004260925,0.2767240418015836,0.4409257004260925,0.2767240418015836
20446839,90,30,2,4,4,0.44824375,0.45106875,0.6459965793835335,0.7227180010198873,0.6459965793835335,0.7227180010198873
204646586,76,31,2,3,3,0.2508534975548189,0.2508534975548189,0.0,0.0,0.0,0.0
20495756,152,29,2,5,5,0.33917114952030336,0.339374672701733,0.09029565888834429,-0.14267040149393106,0.08893143766989697,-0.1465870943677737
20561154,159,16,2,5,3,0.3758319809464691,0.3772789472161433,0.6132292455766609,0.69620253164557,0.6860774131375544,0.7457627118644068
20689206,206,76,3,6,6,0.21680259880853656,0.2161251995446767,0.20706085341154068,0.1453028190012284,0.22553226308239654,0.18552212686352984
20758393,121,41,2,7,7,0.361514922768484,0.36531968084674643,0.14765617106284085,0.014262428687856293,0.19683828135189216,0.03566664326335717
207936757,25,24,2,3,3,0.0156171932958864,0.015617193295886372,0.31163134854174357,0.20766187397471747,0.31163134854174357,0.20766187397471747
2097571,230,127,13,3,4,0.1552215497527022,0.15501064015286198,0.2798184654476185,0.1570337108042419,0.33935331021436027,0.19588920222404535
20999409,119,11,4,9,9,0.3505788749178172,0.3512530304898094,0.6278585089315712,0.35747663551401865,0.4703224500932146,0.3064312736443883
21028234,52,15,3,4,4,0.31433868408203125,0.31433868408203125,0.39728941073761975,0.14743589743589755,0.39728941073761975,0.14743589743589755
21061498,160,30,2,5,5,0.3886399422190845,0.38872761221759805,0.0724025304344025,0.19174193548387053,0.0724025304344025,0.19174193548387053
21132431,94,28,6,4,4,0.45828082335643777,0.4586600620784616,0.48502896645940635,0.2862095205884839,0.5644484568796485,0.34203655352480417
211547273,177,13,2,9,9,0.11318135545376744,0.11495155771730549,0.22719812764430505,-0.047151277013752255,0.15263038899406886,-0.1439999999999994
211933541,131,34,4,5,5,0.11528634709481461,0.12660573257676552,0.2625161962116597,0.17142486163634282,0.2491993642766287,0.10304580701894661
21222922,63,41,3,5,5,0.5590157548476454,0.5590157548476454,0.21722881720335685,0.04144394518769473,0.21722881720335685,0.04144394518769473
212642904,146,31,1,5,5,0.37123559781374427,0.371563233357053,0.0,5.012171907288328e-16,0.0,5.012171907288328e-16
21318259,78,23,2,3,3,0.21604519158261856,0.21485810985955325,0.21420459661913,0.1949853633702433,0.21420459661913,0.1949853633702433
21339164,86,73,3,4,4,0.15826580987843697,0.15862977591159777,0.052499301950047705,0.03737478856764578,0.047047101897029424,0.02961304264618988
21363077,134,66,4,4,4,0.3919534377537024,0.39323529051538314,0.5225010065109111,0.33518589136995125,0.5225010065109111,0.33518589136995125
21364753,51,19,2,2,2,0.38938904278239467,0.3893890427823946,0.4987177868977855,0.4391143911439115,0.4987177868977855,0.4391143911439115
21391704,146,35,2,7,6,0.4665785757677515,0.468552784006467,0.927966955983043,0.9691096305269534,0.927966955983043,0.9691096305269534
21420959,91,28,2,4,4,0.13669388579667013,0.13704714204654597,0.8027070488792926,0.8573265859591246,0.8027070488792926,0.8573265859591246
21437537,222,12,2,6,8,0.2520681763975152,0.261183465683621,0.1631290901413513,-0.06738544474393544,0.1631290901413513,-0.06738544474393544
21578499,172,104,7,4,4,0.265038935306425,0.27020879073815846,0.3216473810524342,0.25183907263059757,0.32842608303080817,0.24028464218400317
21648994,82,20,3,5,6,0.20526984499616135,0.2043990190915493,0.5185596717231334,0.36776254492213517,0.4068669912135211,0.17770491803278715
216843160,195,65,14,4,4,0.12728583332221,0.12960530524904923,0.32612152547534307,0.11584476218266736,0.29842499943170425,0.11241465525531318
219365298,94,16,3,4,4,0.28539773793380935,0.2853977379338094,0.32231177629664676,0.03840840011052759,0.32231177629664676,0.03840840011052759
22106463,156,56,6,6,5,0.39659859700814115,0.3995515965779498,0.8394162960921948,0.8390914330211215,0.7933886643446397,0.787331385223885
22121627,173,59,6,6,5,0.3774382716049382,0.38134283371913585,0.6670800745474528,0.4697016107545551,0.6471629147506567,0.4401388080551952
222090651,175,15,2,3,4,0.2586386722218426,0.2624215832251895,0.3902974863286501,0.44181925575900677,0.3902974863286501,0.44181925575900677
22745706,110,47,5,4,4,0.44611568790662814,0.44611568790662814,0.6947577573372227,0.5180364615076263,0.6947577573372227,0.5180364615076263
22751884,106,49,5,6,7,0.5000515770680419,0.513374330489982,0.605398120852643,0.4301288796411306,0.5523465321246133,0.31369795561067204
227785045,54,23,8,4,4,0.30140903686087994,0.30140903686087994,0.19793996212497736,0.006878104700038569,0.19793996212497736,0.006878104700038569
228270980,143,45,4,4,4,0.18255139730684478,0.18053557600503017,0.6109790481628924,0.655274012964054,0.6587123584680131,0.6306115235065397
22863638,186,77,5,5,6,0.2282348149483538,0.24660510519533418,0.22367704302639876,0.08681692758586547,0.17750629665124304,0.06637319871159292
22879382,175,16,2,4,5,0.45329578771612816,0.4528072296626986,0.1448167773664628,0.08333333333333304,0.1448167773664628,0.08333333333333304
22915745,198,52,2,5,4,0.17332333756062146,0.17086193634764327,0.4947469703718482,0.3964914909120624,0.5522289509644042,0.4911511056008938
229425177,113,12,2,4,3,0.06841449557665774,0.07195407118830546,0.10059528630277265,-0.04336043360433583,0.18710734485907152,0.12000000000000015
22954430,215,100,12,6,6,0.34075061065494455,0.34811465422223403,0.44528850891509614,0.27228687207745095,0.4382092643486085,0.2698601856176576
22958268,99,26,2,6,4,0.29740356855005834,0.29933828210839686,0.3265919973551287,0.21319320634324854,0.18082594237809232,0.1269841269841271
22970486,79,15,2,6,6,0.2964906997426136,0.2973706127865011,0.47826601299130883,0.4274809160305346,0.5383631239121036,0.5063291139240506
229741646,116,101,4,5,4,0.12969620913204447,0.12993744722026065,0.14810014206554414,0.10087248663715068,0.12520198000654112,0.09597297573958449
230601773,185,100,13,4,4,0.16585528887579024,0.1660161563320582,0.05798838769596019,-0.016219927012774204,0.11587325114722283,0.024614240747036515
230880104,78,42,4,3,3,0.04186785690270198,0.045640781449882185,0.07239820397816044,0.012235116044399868,0.07529808771666738,0.033613098797764654
232006900,151,42,4,5,6,0.31395610675207825,0.3167368963747007,0.46626532071898125,0.37381406047921356,0.46626532071898125,0.37381406047921356
232706326,159,48,2,4,4,0.2055866588563007,0.2049069972189305,0.06146353948647335,0.04872165337018685,0.07314508111964144,0.057827572347266896
233598791,166,36,17,6,6,0.11928009007318453,0.11753537249014832,0.3371079954659953,0.18334173516733393,0.3185700923511075,0.1905559724120917
234169190,230,43,4,5,5,0.29791023202211847,0.2988358178802365,0.18393870967874656,0.018992335824018824,0.18393870967874656,0.018992335824018824
235219400,125,19,3,4,4,0.3113057274286955,0.31130572742869544,0.2158617992850059,0.06037735849056603,0.2158617992850059,0.06037735849056603
2363991,214,166,9,6,6,0.18574769016311238,0.18445354401652372,0.5018961078984121,0.3622736211146209,0.4511319725956781,0.2423830098500897
237019614,63,38,2,5,4,0.12430702093920515,0.13681966312477362,0.16644404100040577,0.13701835197777298,0.11331278708231203,0.09483470994968878
237049769,90,41,4,5,7,0.30753980286328714,0.3015664578367208,0.5321074890413151,0.4067524115755622,0.4599064266230798,0.20573742828214636
23742633,237,188,2,5,5,0.2720697086692477,0.2740987820672894,0.016828080168848073,-0.017446945662891327,0.00986683665921168,-0.02061692170567911
